Rank,Score,Programming Skills,Driver Skills,Highest Programming Skills,Highest Driver Skills,Highest Programming Score Timestamp,Highest Driver Score Timestamp,Highest Programming Score Stop Time,Highest Driver Score Stop Time,Team Number,Team Name,Organization,Event Region,Country / Region
2785,68,0,68,0,68,,2022-12-17 21:48:09,0,0,5760D,Merc's Bison,Father Patrick Mercredi High School,Alberta/Saskatchewan,Canada
2786,68,0,68,0,68,,2023-01-06 18:37:48,0,0,49615E,Team 1,BELLAIRE MIDDLEHIGH SCHOOL,Michigan,United States
2787,68,0,68,0,68,,2023-01-07 15:39:57,0,0,95M,CEC TriBots,ELM STREET ELEMENTARY SCHOOL,Georgia,United States
2788,68,0,68,0,68,,2023-01-07 16:04:41,0,0,244C,RoboDawgs: On AIR!!!,Grandville Community Education,Michigan,United States
2789,68,0,68,0,68,,2023-01-12 23:57:48,0,0,6210R,HCS Eagles: Recoil,Heritage Christian School,Indiana,United States
2790,68,0,68,0,68,,2023-01-21 18:01:32,0,0,3162A,HHS Gearheads,HUNTINGTON HIGH SCHOOL,Texas - Region 3,United States
2791,68,0,68,0,68,,2023-01-21 23:00:57,0,0,945S,Bens Been Jamm'N,Green Valley High School,Nevada,United States
2792,68,0,68,0,68,,2023-01-28 20:03:20,0,0,33848B,The IRS,Catholic High School,Louisiana,United States
2793,68,0,68,0,68,,2023-02-01 18:12:35,0,0,14735A,SnoopBot,Fillmore Central School,New York-North,United States
2794,68,0,68,0,68,,2023-02-04 19:31:29,0,0,80000D,My mommy says I'm handsome.,VISTA RIDGE HIGH SCHOOL,Colorado,United States
2795,68,0,68,0,68,,2023-02-11 16:49:19,0,0,5249A,W.I.P,Sparta High School,New Jersey,United States
2796,68,0,68,0,68,,2023-02-11 17:37:05,0,0,8615E,LoCo Robotics,Lowndes County CTC,Mississippi,United States
2797,68,0,68,0,68,,2023-02-11 19:22:37,0,0,5249B,Apollo,Sparta High School,New Jersey,United States
2798,68,0,68,0,68,,2023-02-14 23:00:21,0,0,3145N,Neptune's Tide,Triway High School,Ohio,United States
2799,68,0,68,0,68,,2023-02-18 18:03:16,0,0,7390A,Vipers,Debakey High School For Health Prof,Texas - Region 3,United States
2800,67,57,10,57,46,2023-02-18 21:18:23,2022-12-10 16:24:52,0,0,7110X,Fired Up!,CARROLL HIGH SCHOOL,Texas - Region 2,United States
2801,67,32,35,32,35,2023-02-18 00:28:54,2023-02-17 23:24:53,44,0,11044A,Sacred Heart Robotics,"Sacred Heart College, Auckland",New Zealand,New Zealand
2802,67,27,40,27,40,2023-02-18 20:59:09,2023-02-18 18:43:42,0,0,4001A,Aetherium,PARKLAND HIGH SCHOOL,Pennsylvania - East,United States
2803,67,25,42,25,57,2023-02-12 00:58:27,2022-11-13 19:48:49,0,0,42470E,Grizzly Robotics E,GRANITE BAY HIGH,California - Region 2,United States
2804,67,18,49,18,49,2023-02-11 03:40:02,2023-02-11 01:21:40,19,0,47874U,Grif/Oscar -- OG,Squalicum High School,Washington,United States
2805,67,16,51,16,62,2023-01-28 15:25:14,2022-12-17 01:45:21,0,0,2501D,Jacket Robotics,THOMAS JEFFERSON HIGH SCHOOL,Iowa,United States
2806,67,14,53,14,53,2022-12-10 21:54:35,2022-12-10 20:16:01,0,0,82718D,Unite-ED,THUNDER BASIN HIGH SCHOOL,Wyoming,United States
2807,67,13,54,13,67,2022-12-10 21:27:15,2023-02-12 22:54:24,58,0,94927A,VEX Wrecks 6.0,ST CATHERINE CATHOLIC SCHOOL,California - Region 2,United States
2808,67,13,54,13,54,2023-01-21 17:44:15,2023-01-21 17:46:34,54,0,1598A,Robo Bozos,WHITE CO. CENTRAL HIGH SCHOOL,Arkansas,United States
2809,67,13,54,13,55,2023-01-28 20:33:26,2022-12-03 23:22:14,42,0,9364G,Iron Eagles - Girl Scout,Brentwood Academy,Tennessee,United States
2810,67,13,54,13,54,2023-01-14 23:52:29,2023-01-14 23:11:17,0,0,27180A,Mechaneers,Hawaii Science and Technology Museum,Hawaii,United States
2811,67,13,54,13,54,2023-02-04 18:50:40,2023-02-04 18:33:53,0,0,20480K,Hex Girls,SKYLINE HIGH SCHOOL,Texas - Region 2,United States
2812,67,12,55,12,55,2023-01-28 22:53:12,2023-01-28 21:34:55,0,0,98881C,St. Pius Robo-Lions,ST PIUS X CATHOLIC HIGH SCHOOL,Georgia,United States
2813,67,12,55,12,55,2023-02-11 18:25:46,2023-02-11 17:48:17,0,0,51302A,Ranch Robotics,WESTON RANCH HIGH,California - Region 2,United States
2814,67,11,56,11,56,2023-02-11 18:48:39,2023-02-11 18:46:50,0,0,4149C,TOT'S BOT'S,Grygla Secondary,Minnesota,United States
2815,67,0,67,10,67,2022-12-09 02:48:28,2023-01-27 21:26:54,0,0,34012A,"Micah, Aidan, Carter, Ethan",THOMAS JEFFERSON CHARTER,Idaho,United States
2816,67,10,57,10,57,2023-01-14 17:07:11,2023-01-14 17:11:28,0,0,79912B,Franklin Seniors  B,FRANKLIN HIGH SCHOOL,Texas - Region 1,United States
2817,67,0,67,8,67,2023-01-14 15:04:49,2023-02-11 17:55:41,44,0,49408A,RoboHawks: Tax Evasion,FENNVILLE PUBLIC HIGH SCHOOL,Michigan,United States
2818,67,8,59,8,60,2022-11-20 00:01:55,2023-01-14 23:57:17,0,0,1378V,Hilo Viking Robotics,HILO HIGH SCHOOL,Hawaii,United States
2819,67,6,61,6,61,2023-02-18 22:19:11,2023-02-18 22:17:12,47,0,92610A,Sahuaro Robotics,Sahuaro High School,Arizona,United States
2820,67,6,61,6,61,2022-11-05 18:52:53,2022-11-05 18:49:56,37,0,333V,333 V,Niles North 333 Robotics,Illinois,United States
2821,67,6,61,6,61,2023-02-14 21:59:30,2023-02-14 22:01:44,0,0,43779P,Crispy Cowboys,SHENANDOAH HIGH SCHOOL,Ohio,United States
2822,67,0,67,5,67,2022-12-17 18:22:25,2023-02-04 17:46:21,45,0,4112A,Blue Devils,ZANESVILLE HIGH SCHOOL,Ohio,United States
2823,67,5,62,5,62,2023-01-20 01:49:57,2023-01-20 01:10:37,0,0,703C,Megamind,NORWELL HIGH SCHOOL,Indiana,United States
2824,67,3,64,3,64,2022-12-10 15:48:06,2022-12-10 18:42:10,39,0,1764D,Infinite Improbability Robotics,Yarmouth High School,Maine,United States
2825,67,0,67,3,67,2023-02-04 01:59:53,2023-02-18 20:49:15,50,0,97027G,Exabyte,GLADSTONE HIGH SCHOOL,Oregon,United States
2826,67,3,64,3,64,2022-12-10 18:57:40,2022-12-10 15:34:22,0,0,55139A,Panther Force,CYPRESS LAKE HIGH SCHOOL,Florida - South,United States
2827,67,3,64,3,64,2023-01-27 23:57:06,2023-01-28 00:03:18,0,0,8746A,Black Knights,ROME FREE ACADEMY,New York-North,United States
2828,67,0,67,2,67,2023-01-14 18:46:45,2023-01-28 18:54:43,0,0,1253B,CHS JavaBots,COFFEE COUNTY HIGH SCHOOL,Georgia,United States
2829,67,0,67,0,67,,2022-10-08 16:21:37,0,0,75503H,5 Minute Crafts,PLEASANT GROVE HIGH SCHOOL,Texas - Region 2,United States
2830,67,0,67,0,67,,2022-10-30 19:57:44,0,0,252E,Penta Fill,CSAA,Ontario,Canada
2831,67,0,67,0,67,,2022-11-05 18:06:21,0,0,4621C,Titan - Oceanus,FRONTIER HIGH,California - Region 3,United States
2832,67,0,67,0,67,,2022-11-19 15:46:35,0,0,64762C,Jugheads,BANGOR HIGH SCHOOL,Maine,United States
2833,67,0,67,0,67,,2022-12-10 18:17:34,0,0,26681B,Geek Squad,STRUTHERS HIGH SCHOOL,Ohio,United States
2834,67,0,67,0,67,,2022-12-17 17:17:14,0,0,899C,Eagles,North Point High School,Maryland,United States
2835,67,0,67,0,67,,2022-12-17 19:34:46,0,0,11342B,Explorer 2,Christopher Columbus High School,Florida - South,United States
2836,67,0,67,0,67,,2022-12-25 07:43:23,0,0,36708F,Swift Robotics,Eyüpsultan İlçe Milli Eğitim Müdürlüğü,Türkiye,Türkiye
2837,67,0,67,0,67,,2023-01-14 19:05:00,0,0,6865A,Eagle Roboto,BARBERS HILL HIGH SCHOOL,Texas - Region 3,United States
2838,67,0,67,0,67,,2023-01-21 18:29:06,0,0,97817Z,Pat Fusty,Purdue Polytechnic High School North,Indiana,United States
2839,67,0,67,0,67,,2023-01-21 20:09:21,0,0,83149B,NMH School,Northfield Mount Hermon School,Southern New England,United States
2840,67,0,67,0,67,,2023-01-28 20:26:28,0,0,1082P,I Gotta Go P,LOVEJOY HIGH SCHOOL,Texas - Region 2,United States
2841,67,0,67,0,67,,2023-01-28 20:47:50,0,0,6467B,MAS02,Mescalero Apache School,New Mexico,United States
2842,67,0,67,0,67,,2023-01-29 20:06:11,0,0,2664C,Re-Creation,Dolphin Robotics,Southern New England,United States
2843,67,0,67,0,67,,2023-02-04 18:01:35,0,0,21078A,Gears & Spears,HAVRE DE GRACE HIGH,Maryland,United States
2844,67,0,67,0,67,,2023-02-04 19:04:59,0,0,20858D,ROBO-HAWKS D,EXETER HIGH SCHOOL,New Hampshire/Vermont,United States
2845,67,0,67,0,67,,2023-02-08 00:32:37,0,0,72315D,Pirates D,GOSNELL HIGH SCHOOL,Arkansas,United States
2846,67,0,67,0,67,,2023-02-11 18:08:50,0,0,97899B,Robo Owls 2,Elgin High School,Oklahoma,United States
2847,67,0,67,0,67,,2023-02-11 18:41:54,0,0,24004B,TheLeeders,Coral Reef High School,Florida - South,United States
2848,67,0,67,0,67,,2023-02-12 19:26:47,0,0,33458B,Jupiter HS JROTC Team B,JUPITER HIGH SCHOOL,Florida - South,United States
2849,67,0,67,0,67,,2023-02-12 22:44:34,0,0,18080X,HTS Hawks,Holy Trinity School,Ontario,Canada
2850,67,0,67,0,67,,2023-02-18 03:08:58,0,0,88883K,Maverick,Ao Tawhiti Unlimited Discovery,New Zealand,New Zealand
2851,67,0,67,0,67,,2023-02-18 10:52:39,0,0,41455A,UAE-ESE - Ali Bin Abitaleb,Emirates Schools Establishment- Ali Bin Abitaleb,United Arab Emirates,United Arab Emirates
2852,67,0,67,0,67,,2023-02-18 22:30:12,0,0,9204A,Dragons,THE JOHN COOPER SCHOOL,Texas - Region 3,United States
2853,66,0,66,41,66,2022-10-29 21:13:47,2023-02-04 22:14:22,0,0,9682A,American Eagle,Olympian High School,California - Region 4,United States
2854,66,3,63,36,63,2023-02-10 19:19:38,2023-01-06 20:04:39,0,0,63031D,Millenium Falcon,Vallivue High School,Idaho,United States
2855,66,33,33,33,52,2023-02-04 19:33:45,2023-01-28 17:01:04,0,0,1808A,Red Devil Robotics,FREEPORT HIGH SCHOOL,New York-South,United States
2856,66,25,41,25,41,2023-02-11 02:47:13,2023-02-11 01:53:21,11,60,47874V,Stuart/Rory -- Stuart Large,Squalicum High School,Washington,United States
2857,66,19,47,19,47,2023-02-11 03:58:29,2023-02-11 02:43:50,25,60,47874Y,Michael/Caden,Squalicum High School,Washington,United States
2858,66,19,47,19,47,2023-02-11 19:44:13,2023-02-11 19:18:56,0,0,169B,The Cavalry,THE HAVERFORD SCHOOL,Pennsylvania - East,United States
2859,66,17,49,17,49,2023-02-21 18:40:28,2023-02-21 16:27:59,0,0,39595C,Kill-a-bytes,Sissonville High School,West Virginia,United States
2860,66,3,63,15,63,2022-12-18 09:47:17,2023-01-08 10:38:26,51,0,23349A,LEGEND,İndependent,Türkiye,Türkiye
2861,66,14,52,14,52,2022-11-12 22:25:16,2022-11-12 18:37:07,45,0,44366B,Panther Tracks B,Carver High School For Applied Tech/engineering/arts,Texas - Region 3,United States
2862,66,13,53,13,55,2023-01-23 17:14:16,2022-12-10 15:45:51,0,0,55139B,Panther Force,CYPRESS LAKE HIGH SCHOOL,Florida - South,United States
2863,66,13,53,13,53,2022-09-24 18:48:01,2022-09-24 18:28:59,0,0,77788A,Cyber Eagles A,CALVARY CHRISTIAN ACADEMY & PRESCHOOL,Florida - South,United States
2864,66,13,53,13,53,2023-01-15 20:37:09,2023-01-15 20:02:58,0,0,1893A,Baltimore Polytechnic Institute,BALTIMORE POLYTECHNIC INSTITUTE,Maryland,United States
2865,66,13,53,13,53,2023-01-21 16:39:18,2023-01-21 16:32:28,0,0,56W,Hot Pink Chili Peppers,Cape Elizabeth High School,Maine,United States
2866,66,11,55,11,55,2023-01-21 17:39:50,2023-01-21 19:02:39,47,0,21020A,Robotic Pioneers,LEAVENWORTH SR HIGH,Kansas,United States
2867,66,10,56,11,56,2022-12-02 20:46:04,2023-01-21 18:45:23,40,0,1588J,Driving Me Nuts,Wood River High School,Idaho,United States
2868,66,10,56,10,64,2023-01-28 15:29:27,2023-01-14 15:42:15,0,0,1267G,Knights,DELAWARE COUNTY CHRISTIAN SCHOOL,Pennsylvania - East,United States
2869,66,10,56,10,58,2023-01-28 19:30:52,2023-02-11 18:53:04,0,0,5156C,WAFFLE HOUSE,York High School,Maine,United States
2870,66,10,56,10,56,2023-01-28 17:12:06,2023-01-28 18:12:38,0,0,383J,Lowndes Viking Robotics,LOWNDES HIGH SCHOOL,Georgia,United States
2871,66,8,58,9,58,2023-02-11 19:41:55,2023-02-18 18:18:29,0,0,11865Z,The Omega Project,CENTRAL CATHOLIC HIGH SCHOOL,West Virginia,United States
2872,66,9,57,9,57,2022-11-26 17:30:15,2022-11-26 17:40:44,40,0,9409F,ABJ Robotics,Archbishop Jordan Catholic High School,Alberta/Saskatchewan,Canada
2873,66,9,57,9,57,2023-02-04 20:37:49,2023-02-05 00:51:09,39,0,27455A,Ginglymostoma Cirratum,W. H. Croxford,Alberta/Saskatchewan,Canada
2874,66,0,66,9,66,2023-01-12 01:05:18,2022-10-29 15:39:23,0,0,2011H,Hurricane,BRECKSVILLE-BROADVIEW HEIGHTS HIGH SCHOOL,Ohio,United States
2875,66,8,58,8,60,2023-01-14 17:11:12,2023-01-21 15:35:59,0,0,37116B,Rooster City Robotics,FITZGERALD HIGH SCHOOL COLLEGE & CAREER ACADEMY,Georgia,United States
2876,66,7,59,7,59,2022-11-19 19:47:03,2022-11-19 19:04:38,34,0,97070A,RoboJackettes and Evan,HAYNES ACADEMY SCHOOL FOR ADVANCED STUDIES,Louisiana,United States
2877,66,0,66,3,66,2022-11-11 18:41:35,2023-01-14 19:09:58,49,0,1460T,Top Gun,Sandy High School,Oregon,United States
2878,66,0,66,0,66,,2023-02-18 19:18:36,0,2,45009W,Athena,YOUNG WOMEN'S LEADERSHIP ACADEMY,Texas - Region 1,United States
2879,66,0,66,0,66,,2022-08-13 08:32:21,0,0,89866C,VaChallengers,西安米粒机器人,China,China
2880,66,0,66,0,66,,2022-10-22 00:06:37,0,0,97934S,RoboPanthers - Out of Stock,FRANKLIN ROAD ACADEMY,Tennessee,United States
2881,66,0,66,0,66,,2022-11-18 00:46:34,0,0,10647B,Road Rage,IOWA HIGH SCHOOL,Louisiana,United States
2882,66,0,66,0,66,,2022-12-09 20:43:40,0,0,3333D,Los Pollos Hermanos,Notre Dame Preparatory High School,Michigan,United States
2883,66,0,66,0,66,,2022-12-16 04:58:03,0,0,98294A,Sierra Academy Robotics,SIERRA ACADEMY OF EXPEDITIONARY LEARNING,California - Region 1,United States
2884,66,0,66,0,66,,2022-12-17 16:23:38,0,0,1695B,"Hand Tigers B ""Taopin Airlines Math Industry""",DANIEL HAND HIGH SCHOOL,Southern New England,United States
2885,66,0,66,0,66,,2023-01-08 08:45:29,0,0,86840M,Maschinellkraft,Doğa Koleji Ankara Çukurambar Kampüsü,Türkiye,Türkiye
2886,66,0,66,0,66,,2023-01-14 20:09:19,0,0,80817A,5 Guys,FOUNTAIN-FORT CARSON HIGH SCHOOL,Colorado,United States
2887,66,0,66,0,66,,2023-01-15 00:45:02,0,0,733C,NP3 Pirates C,NATOMAS PACIFIC PATHWAYS PREP,California - Region 2,United States
2888,66,0,66,0,66,,2023-01-15 22:03:43,0,0,40507A,Puppeteer,Stratford Preparatory School,California - Region 2,United States
2889,66,0,66,0,66,,2023-01-19 22:49:03,0,0,37377A,A,SIGNAL MOUNTAIN MIDDLE/HIGH SCHOOL,Tennessee,United States
2890,66,0,66,0,66,,2023-01-21 17:17:41,0,0,6463C,Fontainebleau RoboDawgs,FONTAINEBLEAU HIGH SCHOOL,Louisiana,United States
2891,66,0,66,0,66,,2023-01-27 00:40:54,0,0,8890E,IronRAMS E,DICKINSON (JOHN) HIGH SCHOOL,Delmarva,United States
2892,66,0,66,0,66,,2023-01-28 21:30:00,0,0,48778A,Conundrums,NAVAJO PREPARATORY SCHOOL,New Mexico,United States
2893,66,0,66,0,66,,2023-02-04 18:54:23,0,0,96610A,Monkey Robotics Inc.,Monkey Robotics Inc.,Illinois,United States
2894,66,0,66,0,66,,2023-02-04 19:06:42,0,0,17349B,Cox Mill Chargers,COX MILL HIGH SCHOOL,North Carolina,United States
2895,66,0,66,0,66,,2023-02-04 19:58:10,0,0,32969C,Shallowater High School Robotics 3,SHALLOWATER HIGH SCHOOL,Texas - Region 1,United States
2896,66,0,66,0,66,,2023-02-09 21:54:47,0,0,63600D,GRCHS Left Turn,GRAND RAPIDS CHRISTIAN HIGH SCHOOL,Michigan,United States
2897,66,0,66,0,66,,2023-02-11 00:49:44,0,0,2605K,Sehome Sea Monsters K,Sehome High School,Washington,United States
2898,66,0,66,0,66,,2023-02-11 17:51:17,0,0,41618A,The Three Roboteers,CAMDEN CATHOLIC HIGH SCHOOL,New Jersey,United States
2899,66,0,66,0,66,,2023-02-11 19:49:32,0,0,8594D,Bestest Team Name,Bend Senior High School,Oregon,United States
2900,66,0,66,0,66,,2023-02-12 22:23:14,0,0,26752N,Robo-Hawks,O'Neill Collegiate and Vocational Institute,Ontario,Canada
2901,66,0,66,0,66,,2023-02-18 19:27:31,0,0,94027B,Menlo Robotics,Menlo School,California - Region 2,United States
2902,66,0,66,0,66,,2023-02-18 19:39:57,0,0,2971C,RoboHuskies,NORTHWESTERN HIGH SCHOOL,Ohio,United States
2903,66,0,66,0,66,,2023-02-18 19:56:59,0,0,1808B,Red Devil Robotics,FREEPORT HIGH SCHOOL,New York-South,United States
2904,65,19,46,19,58,2023-02-11 17:14:10,2023-01-21 19:22:19,0,0,7983K,Centennial CyberHawks K,Centennial High School,California - Region 3,United States
2905,65,19,46,19,52,2023-02-04 19:35:25,2023-01-28 16:45:34,0,0,5150K,Mad Hatters,DANBURY HIGH SCHOOL,Southern New England,United States
2906,65,18,47,18,47,2023-01-14 18:08:50,2023-01-14 20:13:48,0,0,46098A,Sexy Vexy,SUCCESS DSU,Utah,United States
2907,65,18,47,18,47,2023-02-18 15:17:10,2023-02-18 16:00:34,0,0,4343B,Bob,BRENTSVILLE DISTRICT HIGH,Virginia,United States
2908,65,3,62,16,62,2023-02-11 18:36:16,2023-01-21 19:19:17,0,0,98719C,Robotic Runners Team C,ELIZABETH SETON HIGH SCHOOL,Maryland,United States
2909,65,14,51,14,51,2023-01-14 20:39:30,2023-01-14 20:30:28,0,0,4691S,Cyprus,Uintah High School,Utah,United States
2910,65,13,52,13,58,2023-02-11 21:58:38,2023-01-15 17:08:45,0,0,21427B,ACCE Robotics,ACADEMY FOR COLLEGE AND CAREER EXPLORATION,Maryland,United States
2911,65,13,52,13,52,2022-10-01 14:43:44,2022-10-01 14:29:21,0,0,20785B,Tempest,Queen Elizabeth's School,United Kingdom,United Kingdom
2912,65,13,52,13,52,2023-01-28 15:48:16,2023-01-28 15:50:04,0,0,5770B,Lady Beasts,Baltimore Leadership School For Young Women,Maryland,United States
2913,65,13,52,13,52,2023-02-11 21:20:58,2023-02-11 21:22:24,0,0,80550Y,Deep Fried Pickled Anchovies,WINDSOR CHARTER ACADEMY MIDDLE AND EARLY COLLEGE H,Colorado,United States
2914,65,13,52,13,52,2023-02-18 16:45:45,2023-02-18 18:17:42,0,0,17760W,Deus VEX Machina,Capitol City Robotics,District of Columbia,United States
2915,65,12,53,12,53,2022-08-13 08:56:54,2022-08-13 07:34:10,0,0,857F,东北师大附属中学,CLUB,China,China
2916,65,12,53,12,53,2023-01-28 16:01:12,2023-01-28 17:29:46,0,0,5770A,Lady Beasts,Baltimore Leadership School For Young Women,Maryland,United States
2917,65,12,53,12,53,2023-02-18 18:58:22,2023-02-18 17:57:45,0,0,91J,VEXMEN:,Brandywine Robotics Inc.,Pennsylvania - East,United States
2918,65,11,54,11,64,2023-01-21 16:32:35,2023-02-11 17:40:30,0,0,91775C,The Circuit Breakers,FAIRBANKS HIGH SCHOOL,Ohio,United States
2919,65,10,55,10,55,2023-02-21 17:21:14,2023-02-21 17:24:32,52,0,62697G,Hoover Bots,HERBERT HOOVER HIGH SCHOOL,West Virginia,United States
2920,65,10,55,10,55,2022-10-22 23:32:55,2022-10-22 23:24:13,0,0,8000C,HRS Robohawks,HEAD ROYCE SCHOOL,California - Region 2,United States
2921,65,9,56,9,56,2023-01-21 20:22:44,2023-01-21 19:31:54,0,0,36613A,Tipton Devils,TIPTON HIGH SCHOOL,Indiana,United States
2922,65,8,57,8,57,2023-02-04 16:36:07,2023-02-04 16:39:55,42,0,34495B,JHHS Shingeki no Robot,JOHN HANDLEY HIGH,Virginia,United States
2923,65,0,65,8,65,2023-01-28 18:33:12,2023-02-04 21:42:24,0,0,23906A,Hydras,LYONS MIDDLE/SENIOR HIGH SCHOOL,Colorado,United States
2924,65,6,59,6,59,2023-02-18 20:43:48,2023-02-18 21:53:27,1,0,24626S,CRHS Polaris,Cinco Ranch High School Polaris Robotics Club,Texas - Region 3,United States
2925,65,6,59,6,59,2023-02-11 20:32:27,2023-02-11 19:34:19,0,0,28646B,Brighton  TN,BRIGHTON HIGH SCHOOL,Tennessee,United States
2926,65,5,60,5,60,2023-01-14 15:59:29,2023-01-14 19:38:28,57,0,49408B,RoboHawks: Freakoids,FENNVILLE PUBLIC HIGH SCHOOL,Michigan,United States
2927,65,3,62,3,62,2023-01-21 17:38:42,2023-01-21 17:40:58,0,0,1253A,CHS JavaBots,COFFEE COUNTY HIGH SCHOOL,Georgia,United States
2928,65,0,65,0,65,,2022-10-29 20:22:22,0,0,6526F,Damien Spartan Robotics,Damien High School,California - Region 4,United States
2929,65,0,65,0,65,,2022-11-13 04:39:22,0,0,4253Z,Raid Zero Z,Taipei American School,Chinese Taipei,Taiwan
2930,65,0,65,0,65,,2022-11-19 21:49:14,0,0,333T,333T,Niles North 333 Robotics,Illinois,United States
2931,65,0,65,0,65,,2022-12-03 03:24:32,0,0,12223B,Operation Ultra Kirby,Pembroke School,Australia,Australia
2932,65,0,65,0,65,,2022-12-03 14:16:10,0,0,7432B,Obsidian,Dutch Fork High School,South Carolina,United States
2933,65,0,65,0,65,,2022-12-03 21:25:33,0,0,597C,Robobusters Blue,SCHOOL OF SCIENCE AND ENGINEERING,Texas - Region 2,United States
2934,65,0,65,0,65,,2022-12-04 17:17:31,0,0,17924A,Trigonometry,Boswin Robotics,Ontario,Canada
2935,65,0,65,0,65,,2022-12-16 17:18:16,0,0,1357X,Subzero,Prime Robotics,Southern New England,United States
2936,65,0,65,0,65,,2022-12-17 16:56:19,0,0,9932X,Hawks,JERICHO SENIOR HIGH SCHOOL,New York-South,United States
2937,65,0,65,0,65,,2022-12-17 21:48:44,0,0,727R,Terrapin Red,Tampa Preparatory School,Florida - North/Central,United States
2938,65,0,65,0,65,,2023-01-14 18:35:18,0,0,98549P,Burnsview Griffins,Burnsview Secondary,British Columbia (BC),Canada
2939,65,0,65,0,65,,2023-01-28 18:37:16,0,0,29601W,Tungsten,GREENVILLE SENIOR HIGH ACADEMY,South Carolina,United States
2940,65,0,65,0,65,,2023-01-28 19:39:18,0,0,42368D,Pong,BURKBURNETT HIGH SCHOOL,Texas - Region 2,United States
2941,65,0,65,0,65,,2023-01-31 23:29:24,0,0,23004A,Goopers,ELLET HIGH SCHOOL,Ohio,United States
2942,65,0,65,0,65,,2023-02-04 17:10:16,0,0,174E,Arctic Warriors,Liverpool High School,New York-North,United States
2943,65,0,65,0,65,,2023-02-04 17:28:21,0,0,241E,Eclipse,PINKERTON ACADEMY,New Hampshire/Vermont,United States
2944,65,0,65,0,65,,2023-02-05 17:51:29,0,0,3388C,Cortisol,Sir Winston Churchill High School,Alberta/Saskatchewan,Canada
2945,65,0,65,0,65,,2023-02-07 16:58:28,0,0,16329B,CyRidge Robotics,CYPRESS RIDGE HIGH SCHOOL,Texas - Region 3,United States
2946,65,0,65,0,65,,2023-02-10 15:59:39,0,0,14082D,RG Team 3,Rocky Grove Jshs,Pennsylvania - West,United States
2947,65,0,65,0,65,,2023-02-11 17:17:13,0,0,8030B,Dielectric Eagles,Lincoln Academy,Maine,United States
2948,65,0,65,0,65,,2023-02-11 18:12:22,0,0,41618P,Bravo Six,CAMDEN CATHOLIC HIGH SCHOOL,New Jersey,United States
2949,65,0,65,0,65,,2023-02-11 18:24:27,0,0,21908B,Rockford Robotics,ROCKFORD HIGH SCHOOL,Michigan,United States
2950,65,0,65,0,65,,2023-02-11 18:42:33,0,0,51581B,Vast Rats,The Dalles High School,Oregon,United States
2951,65,0,65,0,65,,2023-02-11 21:15:07,0,0,574J,Iron Pride,WAWASEE HIGH SCHOOL,Indiana,United States
2952,65,0,65,0,65,,2023-02-12 17:01:16,0,0,8113A,Explorer Post HS 1,Engineering & Technology Explorer Post 1882,Virginia,United States
2953,65,0,65,0,65,,2023-02-18 16:26:37,0,0,8637B,Germantown Academy 2,Germantown Academy,Pennsylvania - East,United States
2954,65,0,65,0,65,,2023-02-18 18:23:04,0,0,56210A,Edmond North,NORTH HIGH SCHOOL,Oklahoma,United States
2955,64,19,45,19,45,2023-02-18 17:33:33,2023-02-18 14:50:44,0,0,1711B,MLRC B,Holy Trinity Classical Christian School,South Carolina,United States
2956,64,9,55,16,55,2023-02-04 16:45:34,2023-01-28 18:48:57,0,0,14012N,CyberEagles,PINECREST LAKES ACADEMY,Florida - North/Central,United States
2957,64,12,52,14,52,2023-01-28 17:24:43,2023-02-18 15:47:13,0,3,29073B,Rust in Pieces,White Knoll High School,South Carolina,United States
2958,64,3,61,14,61,2023-01-28 19:09:25,2022-11-12 19:13:36,45,0,9871A,ATEMS A,ACADEMY FOR TECHNOLOGY ENGINEERING MATH & SCIENCE,Texas - Region 2,United States
2959,64,13,51,13,51,2023-01-21 19:38:08,2023-01-21 17:57:23,0,0,8568E,Knights,NORTH ANDOVER HIGH,Southern New England,United States
2960,64,12,52,12,52,2023-02-18 20:17:57,2023-02-18 20:28:34,48,0,3217V,Vengeance,MARTHA LAYNE COLLINS HIGH SCHOOL,Kentucky,United States
2961,64,12,52,12,56,2023-01-28 19:20:06,2023-02-18 17:18:26,12,0,7518A,GVHS-A,GREAT VALLEY HIGH SCHOOL,Pennsylvania - East,United States
2962,64,12,52,12,52,2022-12-03 20:52:24,2022-12-03 19:40:29,0,0,6844A,My Little Robot,MITCHELL HIGH SCHOOL - 01,South Dakota,United States
2963,64,12,52,12,52,2023-01-14 20:46:15,2023-01-14 20:47:55,0,0,31344A,Iron Horsemen,BISHOP BROSSART HIGH SCHOOL,Kentucky,United States
2964,64,12,52,12,52,2023-02-18 20:02:07,2023-02-18 18:45:41,0,0,7110U,Fired Up!,CARROLL HIGH SCHOOL,Texas - Region 2,United States
2965,64,12,52,12,52,2023-02-21 17:31:26,2023-02-21 17:33:17,0,0,22907B,SJR Robotics,Secondary School,Ireland,Ireland
2966,64,10,54,10,62,2023-02-18 19:29:18,2023-02-04 20:25:35,58,0,597B,Robobusters Green,SCHOOL OF SCIENCE AND ENGINEERING,Texas - Region 2,United States
2967,64,0,64,10,64,2023-02-04 20:13:47,2023-02-18 19:26:44,0,10,597A,Robobusters Red,SCHOOL OF SCIENCE AND ENGINEERING,Texas - Region 2,United States
2968,64,0,64,10,64,2023-01-20 23:26:38,2022-12-03 18:56:03,0,0,69433A,Sanderson High School,SANDERSON HIGH,North Carolina,United States
